English,Russian,Armenian,French
Conformist,конформист,Կոնֆորմիստ,Conformiste
Cheesecloth,Марля,պանրաշոր,Étamine
Conservator,Консерватор,Պահպանիչ,Conservateur
Cur,Кур,Cur,Cur
Calculation,Расчет,Հաշվարկ,Calcul
Clam,Моллюск,Կակղամորթ,Palourde
Crystallite,Кристаллит,Բյուրեղյա,Cristallite
Cayenne,Кайенна,Կայեն,Cayenne
Canon,Канон,Canon,Canon
Chamber,Камера,Պալատ,Chambre
Cane,трость,Ձեռնափայտ,Canne
Conjugate,сопряжение,Կոնյուգատ,Conjuguer
Crackerjack,Крекерджек,Crackerjack,Crackerjack
Craze,Безумие,Խենթություն,Engouement
Complex,Сложный,Համալիր,Complexe
Cargo,Груз,Բեռներ,Cargaison
Custom,Обычай,Պատվերով,Personnalisé
Couple,Пара,Զույգ,Coupler
Cartilage,Хрящ,Աճառ,Cartilage
Cake,Кекс,Տորթ,Gâteau
Certiorari,Чертиорари,Certiorari,Certiorari
Corruption,Коррупция,Կոռուպցիա,la corruption
Candle,Свеча,Մոմ,Bougie
Clan,Клан,Կլան,Clan
Culmination,Кульминация,Գագաթնակետ,Culmination
Cheer,Радость,Ուրախացեք,Applaudir
Cartoon,Мультфильм,Մուլտֆիլմ,Dessin animé
Celestial,Небесный,Երկնային,Céleste
Composition,Сочинение,Կազմը,Composition
Conquest,Завоевание,Նվաճում,Conquête
Coil,Катушка,Կծիկ,Bobine
Competitor,конкурент,Մրցակից,Concurrent
Corporeality,телесность,Մարմնավորություն,Corporalité
Communication,Коммуникация,Հաղորդակցություն,Communication
Carborundum,Карборунд,Կարբորունդ,Carborundum
Carboxymethyl,Карбоксиметил,Կարբոքսիմեթիլ,Carboxyméthyle
Chaw,Чау,Չաու,Chaw
Corona,Корона,Կորոնա,Couronne
Cocao,какао,Կակաո,Cacao
Cylinder,Цилиндр,Մխոց,Cylindre
Crap,Дерьмо,Խեղճ,Merde
Criminal,Уголовное,Հանցագործ,Criminel
Constriction,Сужение,Կծկում,Constriction
Congeniality,Конгениальность,Հարմարավետություն,Convivialité
Cholesterol,Холестерин,Խոլեստերին,Cholestérol
Cruise,Круиз,Կրուիզ,Croisière
Counterattack,Контр-атака,Հակահարձակում,Contre-attaque
Contender,претендент,Հավակնորդ,Concurrent
Core,Основной,Հիմնական,Coeur
Crusader,Крестоносец,Խաչակիր,Croisé
Chronicle,Хроника,Տարեգրություն,la chronique
Conqueror,Завоеватель,Նվաճող,Conquérant
Chandelier,Люстра,Ջահեր,Lustre
Cleft,расщелина,Ճեղքվածք,Fendu
Cooperator,Кооператор,Կոոպերատոր,Coopérateur
Consonance,Созвучие,Համաձայնություն,Consonance
Calibration,Калибровка,Կալիբրացիա,Étalonnage
Cortege,Кортеж,Կորտեժ,Cortège
Contraband,Контрабанда,Մաքսանենգ ապրանք,Contrebande
Centum,Центум,Ցենտում,centum
Chestnut,каштан,շագանակ,châtaigne
Cotillion,Котильон,Կոտիլիոն,Cotillon
Cause,Причина,Պատճառը,Causer
Coat,Пальто,Վերարկու,Manteau
Cafe,Кафе,Սրճարան,Café
Crusade,Крестовый поход,Խաչակրաց արշավանք,Croisade
Cockpit,Кокпит,Նավախցիկ,Poste de pilotage
Conscience,Совесть,Խիղճ,Conscience
Companionship,дружба,Ընկերակցություն,Camaraderie
Cardboard,картон,Ստվարաթուղթ,Papier carton
Confederate,Конфедерация,Կոնֆեդերատիվ,Confédéré
Cloture,Прекращение прений,Ծածկոց,Clôture
Cyclorama,Циклорама,Ցիկլորամա,Cyclorama
Canine,Собачий,Շնային,Canin
Coronary,коронарный,Կորոնար,Coronaire
Coupon,Купон,Կտրոն,Coupon
Crewmen,Члены экипажа,Անձնակազմի անդամներ,Membres d'équipage
Culprit,Преступник,Մեղավոր,Coupable
Capability,Возможности,Հնարավորություն,Aptitude
Chart,Диаграмма,Գծապատկեր,Graphique
Classic,Классический,Դասական,Classique
Crasher,Крашер,Ջախջախիչ,Crash
Continuance,продолжение,Շարունակություն,Continuation
Casino,Казино,խաղատուն,Casino
Coal,Каменный уголь,Ածուխ,Charbon
Course,Курс,Դասընթաց,Cours
Criteria,Критерии,Չափանիշներ,Critère
Crease,Складка,Ծալք,Pli
Cattle,Крупный рогатый скот,Անասուններ,Bétail
Cryostat,Криостат,Կրիոստատ,Cryostat
Corduroy,Вельвет,Կորդուրոյ,Velours côtelé
Clarinet,Кларнет,Կլարնետ,Clarinette
Clamshell,Раскладушка,Ծովախեցգետին,Clapet
Casebook,Журнал,Գործի գիրք,Recueil de cas
Chlorothiazide,Хлоротиазид,Քլորոթիազիդ,Chlorothiazide
Clothier,портной,Հագուստավորող,Habilleur
Container,Контейнер,Կոնտեյներ,Récipient
Criterion,Критерий,Չափանիշ,Critère
Calm,Спокойствие,Հանգիստ,Calme
Cacophony,Какофония,Կակոֆոնիա,Cacophonie
Con,Против,Կոն,Con
Competence,Компетенция,Իրավասություն,Compétence
Churchmen,церковники,Եկեղեցականներ,Hommes d'Église
Crystallization,Кристаллизация,Բյուրեղացում,Cristallisation
Cooperation,Сотрудничество,Համագործակցություն,Coopération
Clap,Хлопок,Ծափ,Taper
Condolence,Соболезнования,Ցավակցություն,Condoléances
Claimant,Истец,Հայցվոր,Demandeur
Corn,Кукуруза,Եգիպտացորեն,Maïs
Character,Характер,Բնավորություն,Personnage
Concentrate,Концентрат,Կենտրոնանալ,Concentrer
Crucifixion,Распятие,Խաչելություն,Crucifixion
Crew,Экипаж,Անձնակազմ,Équipe
Chancel,Шансель,Շանս,Chœur
Conflagration,Пожарище,Բոցավառում,Incendie
Commonplace,Обыденность,Սովորական,Banal
Cadaver,Труп,Դիակ,Cadavre
Consumer,Потребитель,Սպառող,Consommateur
Crunch,Хруст,Ճռճռոց,Croquer
Comment,Комментарий,Մեկնաբանություն,Commentaire
Crime,Преступление,Հանցանք,Crime
Creamer,сливочник,Կրեմավորող,Crémier
Complexion,Цвет лица,Նրբերանգ,Complexion
Codification,Кодификация,Կոդավորում,Codification
Compilation,Сборник,Կազմում,Compilation
Current,Текущий,Ընթացիկ,Actuel
Castle,Замок,Ամրոց,Château
Converse,Конверс,Զրույց,Converser
Car,Автомобиль,Ավտոմեքենա,Auto
Conception,Концепция,Հայեցակարգ,Conception
Caricature,Карикатура,Ծաղրանկար,Caricature
Conventionality,Условность,Պայմանականություն,Convention
Chromium,Хром,Chromium,Chrome
Catalog,Каталог,Կատալոգ,Catalogue
Couch,Диван,Բախտ,Canapé
Curtain,Штора,Վարագույր,Rideau
Catcher,Ловец,բռնող,Attrapeur
Corpse,Труп,Դիակ,Corps
Commercialization,Коммерциализация,Կոմերցիոնացում,Commercialisation
Camel,Верблюд,Ուղտ,chameau
Cereal,Каша,Հացահատիկային,Céréale
Contributor,Автор,Աջակցող,Donateur
Canteen,Столовая,Ճաշարան,Cantine
Controller,Контроллер,Վերահսկիչ,Manette
Chief,Главный,պետ,Chef
Compliment,Комплимент,հաճոյախոսություն,Compliment
Command,Команда,Հրաման,Commande
Caste,Каста,Կաստա,Caste
Campfire,Костер,խարույկ,Feu de camp
Capitalist,Капиталист,Կապիտալիստ,Capitaliste
Connotation,Коннотация,Նշանակություն,Connotation
Cutback,Сокращать,Կրճատել,Réduire
Combination,Комбинация,Համադրություն,Combinaison
Clinic,Клиника,Կլինիկա,Clinique
Cluster,Кластер,Կլաստեր,Groupe
Climax,кульминация,Կլիմաքս,Climax
Cotter,Шплинт,Քոթեր,Goupille
Conformational,Конформационный,Կոնֆորմացիոն,conformationnel
Confidante,доверенное лицо,Հավատարիմ,Confidente
Continuation,Продолжение,Շարունակություն,Continuation
Cowboy,Ковбой,Կովբոյ,Cow-boy
Civility,Вежливость,Քաղաքավարություն,Civilité
Compassion,Сострадание,Կարեկցանք,La compassion
Carte,Карт,Քարտե,Carte
Conscript,Призывник,Ժամկետային զինծառայող,Conscrit
Cockatoo,Какаду,Կակադու,Cacatoès
Colonel,Полковник,գնդապետ,Colonel
Coupe,купе,Կուպե,Coupé
Claustrophobia,Клаустрофобия,Կլաուստրոֆոբիա,Claustrophobie
Conceptualization,Концептуализация,Հայեցակարգում,Conceptualisation
Capacitor,Конденсатор,Կոնդենսատոր,Condensateur
Corporation,Корпорация,կորպորացիա,société
Convert,Конвертировать,Փոխակերպել,Convertir
Cod,Треска,Կոդ,la morue
Casework,Дело,Գործի աշխատանք,Assistance sociale
Checklist,Контрольный список,Ստուգաթերթիկ,Liste de contrôle
Consoler,утешитель,Մխիթարիչ,Consolateur
Concierge,Консьерж,Դռնապան,La conciergerie
Canker,Рак,Քաղցկեղ,Chancre
Caraway,Тмин,Խիար,Carvi
Complexity,Сложность,Բարդություն,Complexité
Cheetal,Читал,Չեթալ,Cheetal
Construction,Строительство,Շինարարություն,Construction
Category,Категория,Կարգավիճակ,Catégorie
Cabinet,Кабинет,Կաբինետ,Cabinet
Conjugation,Спряжение,Խոնարհում,Conjugaison
Corpsman,санитар,Կորպսմեն,Corpsman
Computer,Компьютер,Համակարգիչ,Ordinateur
Conservative,Консервативный,Պահպանողական,Conservateur
Coin,Монета,Մետաղադրամ,Pièce de monnaie
Crank,Крэнк,Կռունկ,Manivelle
Chiefdom,вождество,Առաջնորդություն,Chefferie
Circularity,Циркулярность,Շրջանաձևություն,Circularité
Conversion,Преобразование,Փոխակերպում,Conversion
Correspondent,Корреспондент,Թղթակից,Correspondant
Clothesbrush,Платяная щетка,Հագուստի խոզանակ,Brosse à vêtements
Calamity,бедствие,Աղետ,Calamité
Canoe,Каноэ,Կանոե,Canoë
Collaborator,Соавтор,Համագործակից,Collaborateur
Claret,Бордовый,Կլարետ,Bordeaux
Crevice,Щель,Ճեղքվածք,Fente
Co-Worker,Коллега по работе,Համագործակից,Collaborateur
Crabapple,Яблоня,Crabapple,Pommetier
Challenge,Испытание,Մարտահրավեր,Défier
Contradiction,Противоречие,Հակասություն,Contradiction
Creek,Крик,Քրիք,Ruisseau
Condition,Условие,Վիճակ,État
Counterpoint,Контрапункт,Հակակետ,Contrepoint
Convertible,Кабриолет,Փոխարկելի,Convertible
Cant,Не мочь,Cant,Ne peut pas
Counter,Прилавок,Հաշվիչ,Contrer
Coequal,Равный,Հավասար,Égal
Cut,Резать,Կտրել,Couper
Career,Карьера,Կարիերա,Carrière
Coachmen,Кучера,Մարզիչներ,Cochers
Caramel,Карамель,Կարամել,Caramel
Candidate,Кандидат,Թեկնածու,Candidat
Chivalry,Рыцарство,Ասպետություն,Chevalerie
Cuff,Манжета,Բռունցք,Manchette
Coherence,Согласованность,Համապատասխանություն,La cohérence
College,Колледж,Քոլեջ,Collège
Clove,Гвоздика,Մեխակ,Clou de girofle
Chap,Глава,Գլուխ,Type
Cancellation,Отмена,Չեղարկում,Annulation
Clown,клоун,Ծաղրածու,Clown
Characteristic,Характеристика,Բնութագրական,Caractéristique
Chapel,Часовня,Մատուռ,Chapelle
Citation,Цитата,Մեջբերում,Citation
Choreographer,Хореограф,Պարուսույց,Chorégraphe
Castorbean,Касторбин,գերչակի,Poubelle Castor
Calibre,Калибр,Կալիբր,Calibre
Coed,Студентка,կոեդ,Étudiante
Catsup,кетчуп,Catsup,Ketchup
Class,Учебный класс,Դասարան,Classe
Cat,Кот,Կատու,Chat
Corticotropin,Кортикотропин,Կորտիկոտրոպին,Corticotropine
Cell,Клетка,Բջջ,Cellule
Coolant,охлаждающая жидкость,Հովացուցիչ նյութ,Liquide de refroidissement
Cone,Конус,Կոն,Cône
Comparison,Сравнение,Համեմատություն,Comparaison
Chagrin,огорчение,Վրդովմունք,Dépit
Coquette,Кокетка,Կոկետա,Coquette
Chin,Подбородок,Կզակ,Menton
Calfskin,Телячья кожа,Հորթի կաշի,Veau
Curiosity,Любопытство,Հետաքրքրասիրություն,Curiosité
Coachwork,Кузовная работа,Coachwork,Carrosserie
Cusp,Куспид,Կասպ,Cuspide
Crowd-Pleaser,Любитель толпы,Ամբոխ-հաճելի,Chauffeur de salle
Cantonment,кантонмент,Կանտոն,Cantonnement
Control,Контроль,Վերահսկողություն,Contrôle
Camp,Лагерь,Ճամբար,Camp
Chive,зеленый лук,Սոխ,ciboulette
Compression,Сжатие,Սեղմում,Compression
Conditioner,Кондиционер,Կոնդիցիոներ,Conditionneur
Closure,Закрытие,Փակում,Fermeture
Classification,Классификация,Դասակարգում,Classification
Constatation,Констатация,Հաստատություն,Confirmation
Comprehension,Понимание,Ըմբռնում,Compréhension
Cartoonist,Карикатурист,Ծաղրանկարիչ,Dessinateur
Collective,Коллектив,Կոլեկտիվ,Collectif
Consonant,Согласный звук,Համաձայն,Consonne
Caution,Осторожность,Զգուշություն,Prudence
Connivance,Попустительство,Համաձայնություն,Connivence
Characterization,Характеристика,Բնութագրում,Caractérisation
Chip,Чип,Չիպ,Ébrécher
Cab,Такси,Տաքսի,Taxi
Content,Содержание,Բովանդակություն,Teneur
Component,Составная часть,Բաղադրիչ,Composant
Cfo,Финансовый директор,Cfo,CFO
